순번,쉼터명칭,사용여부,도로명주소,지번주소,시설유형,시설면적,이용가능인원,운영시작일,운영종료일,평일개방여부,평일 개방시간,평일 종료시간,토요일개방여부,토요일 개방시간,토요일 종료시간,일요일 개방여부,일요일 개방시간,일요일 종료시간,공휴일 개방여부,공휴일 개방시간,공휴일 종료시간,경도,위도,비고,X좌표,Y좌표,야간개방
1,청운효자동주민센터,Y,서울특별시 종로구 자하문로 92,서울특별시 종로구 궁정동 12-1,주민센터,200,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9706558,37.5840952,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",197408.1388,553838.072,
2,세종마을경로당,Y,서울특별시 종로구 자하문로11길 33,서울특별시 종로구 통인동 54,노인시설,141.9,50,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9699155,37.5803712,,197342.6186,553424.7711,
3,사직동주민센터,Y,서울특별시 종로구 경희궁1길 15,서울특별시 종로구 신문로2가 1-122,주민센터,400,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9706517,37.571394,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",197407.3364,552428.3849,
4,사직경로당,Y,서울특별시 종로구 사직로9길 15-25 ,서울특별시 종로구 사직동 262-197,노인시설,158.5,30,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9655864,37.5764535,,196960.0674,552990.0827,
5,삼청동주민센터,Y,서울특별시 종로구 삼청로 107,서울특별시 종로구 삼청동 105-1,주민센터,200,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9817601,37.5849943,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",198388.9587,553937.6134,
6,복정경로당,Y,서울특별시 종로구 삼청로4길 22,서울특별시 종로구 삼청동 35-113,노인시설,200,30,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9821249,37.5823969,,198421.1248,553649.3254,
7,부암동주민센터,Y,서울특별시 종로구 창의문로 145,서울특별시 종로구 부암동 265-21,주민센터,400,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9640763,37.5924354,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",196827.3507,554763.9419,
8,신영경로당,Y,서울특별시 종로구 세검정로6길 76-19 ,서울특별시 종로구 신영동 87-1,노인시설,143.24,30,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9636445,37.601291,,196789.5962,555746.8296,
9,평창동주민센터,Y,서울특별시 종로구 평창문화로 65,서울특별시 종로구 평창동 186-9,주민센터,200,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9683786,37.6063867,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",197207.8355,556312.2449,
10,평창경로당,Y,서울특별시 종로구 평창문화로 48,서울특별시 종로구 평창동 235-2,노인시설,288,40,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9669154,37.6053178,,197078.5934,556193.6532,
11,무악동주민센터,Y,서울특별시 종로구 통일로14길 36,서울특별시 종로구 무악동 60-2,주민센터,400,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9582278,37.5760029,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",196310.0217,552940.3348,
12,무악제2경로당,Y,서울특별시 종로구 통일로 246-11 ,서울특별시 종로구 무악동 83,노인시설,242,50,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9583283,37.575735,,196318.8862,552910.5971,
13,교남동주민센터,Y,서울특별시 종로구 송월길 154,서울특별시 종로구 행촌동 211-2,주민센터,400,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.961963,37.571916,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",196639.7897,552486.596,
14,행촌경로당,Y,서울특별시 종로구 인왕산로1길 58,서울특별시 종로구 행촌동 210-33,노인시설,200,50,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9630088,37.5753864,,196732.3279,552871.7334,
15,가회동주민센터,Y,서울특별시 종로구 북촌로 35,서울특별시 종로구 가회동 156,주민센터,60,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9848044,37.5800566,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",198657.7582,553389.5372,
16,북촌경로당,Y,서울특별시 종로구 북촌로 20-27 ,서울특별시 종로구 재동 54-1,노인시설,103.1,30,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9858728,37.5789115,,198752.1118,553262.4295,
17,구청사,Y,서울특별시 종로구 종로1길 36,서울특별시 종로구 수송동 146-12,기타,82.6,10,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,126.9789867,37.573505,한파특보 시 응급대피소로 운영(24시간),198143.7125,552662.4841,
18,종로1234가동주민센터,Y,서울특별시 종로구 삼일대로30길 47,서울특별시 종로구 익선동 99,주민센터,400,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9902611,37.5744316,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",199139.689,552765.163,
19,운니경로당,Y,서울특별시 종로구 삼일대로32길 51,서울특별시 종로구 운니동 60,노인시설,200,50,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9898416,37.5756351,,199102.6458,552898.7415,
20,종로56가동주민센터,Y,서울특별시 종로구 종로35가길 19,서울특별시 종로구 효제동 173-2,주민센터,80,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0050427,37.5720325,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",200445.4743,552498.858,
21,종로56가경로당,Y,서울특별시 종로구 종로35가길 19,서울특별시 종로구 효제동 173-2,노인시설,105.6,30,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,127.0050402,37.5720368,,200445.2534,552499.3353,
22,이화동주민센터,Y,서울특별시 종로구 이화장길 33,서울특별시 종로구 이화동 149-1,주민센터,400,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0043569,37.5769944,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",200384.8649,553049.5686,
23,이화경로당,Y,서울특별시 종로구 이화장1나길 15,서울특별시 종로구 이화동 9-264,노인시설,174.9,30,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,127.0067503,37.5777353,,200596.2789,553131.8124,
24,혜화동주민센터,Y,서울특별시 종로구 혜화로 12,서울특별시 종로구 혜화동 74-30,주민센터,400,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.000608,37.5869073,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",200053.7003,554149.7785,
25,유림경로당,Y,서울특별시 종로구 성균관로5길 25-13 ,서울특별시 종로구 명륜3가 53-2,노인시설,178.32,44,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.996928,37.5844736,,199728.6633,553879.6697,
26,창신1동주민센터,Y,서울특별시 종로구 지봉로 8-6 ,서울특별시 종로구 창신동 401-3,주민센터,400,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.016374,37.5707222,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",201446.5116,552353.544,
27,당고개경로당,Y,서울특별시 종로구 종로53길 29,서울특별시 종로구 창신동 197-17,노인시설,100,20,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,127.0132278,37.5736793,,201168.5238,552681.7041,
28,창신2동주민센터,Y,서울특별시 종로구 창신길 62,서울특별시 종로구 창신동 583-3,주민센터,120,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0108835,37.5744319,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",200961.4222,552765.2074,
29,창인경로당,Y,서울특별시 종로구 낙산성곽동길 70-3 ,서울특별시 종로구 창신동 617,노인시설,120,30,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,127.0089349,37.5786855,,200789.2427,553237.2898,
30,창신3동주민센터,Y,서울특별시 종로구 지봉로 87,서울특별시 종로구 창신동 23-816,주민센터,400,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0146842,37.577933,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",201297.1062,553153.8348,
31,온고회경로당,Y,서울특별시 종로구 지봉로13길 14,서울특별시 종로구 창신동 산 6-25,노인시설,280,50,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,127.014694,37.578978,,201297.9537,553269.8179,
32,숭인1동주민센터,Y,서울특별시 종로구 지봉로 86,서울특별시 종로구 숭인동 55-2,주민센터,120,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0156364,37.5778352,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",201381.2191,553142.9937,
33,숭인상록경로당,Y,서울특별시 종로구 지봉로 86,서울특별시 종로구 숭인동 55-2,노인시설,244,31,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,127.0155814,37.5778544,,201376.3604,553145.1239,
34,흥인경로당,Y,서울특별시 종로구 숭인동길 78-8 ,서울특별시 종로구 숭인동 382,노인시설,43.9,15,2024-11-15,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,127.0222011,37.578254,,201961.0916,553189.5925,
35,숭인2동주민센터,Y,서울특별시 종로구 종로65길 10,서울특별시 종로구 숭인동 178-167,주민센터,256.56,43,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0199896,37.5748698,"한파특보 발효 시 연장 운영(평일 09:00~21:00, 주말 및 휴일 10:00~18:00)",201765.8229,552813.9414,
36,소공동 주민센터,Y,서울특별시 중구 남대문로1길 31-5 ,서울특별시 중구 북창동 20-5,주민센터,136.43,41,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.977013,37.5624004,한파특보시 주말 확대운영 09시~18시,197969.057,551430.044,
37,회현체육센터,Y,서울특별시 중구 퇴계로12길 78,서울특별시 중구 회현동1가 115,체육시설,80,10,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9816295,37.5561479,,198376.7975,550736.0008,
38,회현동 주민센터,Y,서울특별시 중구 퇴계로8길 46,서울특별시 중구 회현동1가 164,주민센터,885.18,200,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9794086,37.5572999,한파특보시 주말 확대운영 09시~18시,198180.5886,550863.8998,
39,회현경로당,Y,서울특별시 중구 퇴계로12길 89,서울특별시 중구 회현동1가 147-19,노인시설,286,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9819701,37.5558275,,198406.8858,550700.4344,
40,명동 주민센터,Y,서울특별시 중구 퇴계로20길 3,서울특별시 중구 남산동2가 9-6,주민센터,189.09,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9858025,37.5600544,한파특보시 주말 확대운영 09시~18시,198745.5859,551169.5121,
41,명동경로당,Y,서울특별시 중구 퇴계로20길 25-26 ,서울특별시 중구 남산동2가 18-5,노인시설,655.1,80,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9863726,37.558995,,198795.9398,551051.9238,
42,필동주민센터,Y,서울특별시 중구 퇴계로36길 42,서울특별시 중구 필동2가 78-2,주민센터,943.68,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9955807,37.5601546,한파특보시 주말 확대운영 09시~18시,199609.5351,551180.5476,
43,필동경로당,Y,서울특별시 중구 필동로 11,서울특별시 중구 필동2가 19-22,노인시설,201,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9962394,37.5605451,,199667.736,551223.8859,
44,장충경로당,Y,서울특별시 중구 동호로25길 38,서울특별시 중구 장충동2가 193-114,노인시설,236.46,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0015723,37.5594476,,200138.921,551102.0709,
45,공원장충경로당,Y,서울특별시 중구 동호로 257-8 ,서울특별시 중구 장충동2가 197,노인시설,425.76,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.003887,37.558511,,200343.4413,550998.1253,
46,장충동 주민센터,Y,서울특별시 중구 장충단로8길 22,서울특별시 중구 장충동1가 37-14,주민센터,60,18,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0078704,37.5619114,한파특보시 주말 확대운영 09시~18시,200695.3686,551375.5515,
47,중구 구민회관,Y,서울특별시 중구 을지로39길 40,서울특별시 중구 을지로6가 18-14,기타,105,11,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0061091,37.5686023,,200539.7053,552118.1514,
48,중구청 ,Y,서울특별시 중구 창경궁로 17,서울특별시 중구 예관동 120-1,기타,50,15,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,126.9980697,37.5637821,,199829.4577,551583.1498,
49,묵정경로당,Y,서울특별시 중구 퇴계로45길 32-12 ,서울특별시 중구 충무로5가 21,노인시설,195.17,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.999734,37.56388,,199976.4989,551594.0139,
50,광희경로당,Y,서울특별시 중구 퇴계로 303-9 ,서울특별시 중구 광희동1가 252,노인시설,254.12,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0050323,37.5644485,,200444.6006,551657.1226,
51,광희동 주민센터,Y,서울특별시 중구 퇴계로 303-9 ,서울특별시 중구 광희동1가 252,주민센터,225.06,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.004986,37.5644512,한파특보시 주말 확대운영 09시~18시,200440.51,551657.422,
52,을지경로당,Y,서울특별시 중구 을지로 186-14 ,서울특별시 중구 을지로4가 178-2,노인시설,204.65,45,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9987873,37.5660523,,199892.861,551835.1143,
53,을지로동 주민센터,Y,서울특별시 중구 충무로9길 20,서울특별시 중구 을지로3가 95-7,주민센터,30,10,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.99137,37.5670184,,199237.571,551942.3744,
54,충무스포츠센터,Y,서울특별시 중구 퇴계로 387,서울특별시 중구 흥인동 131,체육시설,130,27,2024-11-15,2025-03-15,Y,6:00:00,22:00:00,Y,6:00:00,20:00:00,Y,9:30:00,18:00:00,N,,,127.0147874,37.5658373,"매월 둘째주 넷째주 일요일, 명절(신정?구정?추석) 연휴, (대체)공휴일, 근로자의 날",201306.4335,551811.3539,
55,충무아트센터,Y,서울특별시 중구 퇴계로 387,서울특별시 중구 흥인동 131,기타,130,27,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0147874,37.5658373,,201306.4335,551811.3539,
56,신당누리도서관,Y,서울특별시 중구 다산로33길 3,서울특별시 중구 신당동 300-6,문화시설,468,117,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,N,,,N,,,127.0145763,37.5620989,평일 9:00~22:00 토요일 9:00~18:00,201287.8476,551396.4326,
57,신당동 주민센터,Y,서울특별시 중구 다산로33길 3,서울특별시 중구 신당동 300-6,주민센터,550,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0145515,37.562105,한파특보시 주말 확대운영 09시~18시,201285.6564,551397.1093,
58,신당경로당,Y,서울특별시 중구 다산로29길 10,서울특별시 중구 신당동 304-738,노인시설,662.9,37,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0134947,37.5610295,,201192.303,551277.7275,
59,신일경로당,Y,서울특별시 중구 청구로 121,서울특별시 중구 신당동 393-9,노인시설,577.7,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0101967,37.5626078,,200900.8944,551452.8635,
60,가온도서관,Y,서울특별시 중구 동호로14길 18,서울특별시 중구 신당동 425-11,문화시설,966,241,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,22:00:00,Y,9:00:00,22:00:00,N,,,127.0108465,37.5563698,평일 9:00~22:00(월요일 휴관) 토요일 9:00~22:00 일요일 9:00~22:00(공휴일 휴관),200958.3851,550760.5258,
61,다산성곽도서관,Y,서울특별시 중구 동호로17길 173,서울특별시 중구 신당동 432-612,문화시설,975,243,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,22:00:00,Y,9:00:00,22:00:00,N,,,127.0043243,37.5517319,평일 9:00~22:00(월요일 휴관) 토요일 9:00~22:00 일요일 9:00~22:00(공휴일 휴관),200382.1142,550245.7278,
62,신당종합사회복지관,Y,서울특별시 중구 동호로11길 22,서울특별시 중구 신당동 361-18,복지회관,97.26,50,2024-11-15,2025-03-15,Y,9:00:00,21:00:00,Y,10:00:00,18:00:00,N,,,N,,,127.0095547,37.5544522,평일 9:00~21:00 토요일 10:00~18:00,200844.2647,550547.6826,
63,다산경로당,Y,서울특별시 중구 동호로12길 97,서울특별시 중구 신당동 386-66,노인시설,452,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0120608,37.5595449,,201065.6342,551112.9373,
64,장수경로당,Y,서울특별시 중구 동호로11다길 18,서울특별시 중구 신당동 353-47,노인시설,444,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.007057,37.5519585,,200623.5857,550270.8923,
65,충현경로당,Y,서울특별시 중구 동호로17나길 5-4 ,서울특별시 중구 신당동 828-5,노인시설,284,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0056789,37.5544732,,200501.7942,550549.9856,
66,다산동 주민센터,Y,서울특별시 중구 동호로15길 50,서울특별시 중구 신당동 432-24,주민센터,85,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0083084,37.5542653,한파특보시 주말 확대운영 09시~18시,200734.142,550526.9285,
67,약수동 커뮤니티센터(악수터),Y,서울특별시 중구 다산로 94,서울특별시 중구 신당동 366-14,기타,45,11,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0090792,37.5526038,,200802.2688,550342.5282,
68,"중구시설관리공단 , 2층 출입구 휴게공간",Y,서울특별시 중구 동호로8다길 22,서울특별시 중구 신당동 349-234,기타,60,10,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0133663,37.5522,,201181.0978,550297.7564,
69,남산타운어린이도서관,Y,서울특별시 중구 다산로 32,서울특별시 중구 신당동 844-1,기타,274,68,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,127.0119,37.5496,"평일 9:00~22:00(1,3,5주 월요일 휴관) 토요일 9:00~18:00 일요일 9:00~18:00(2,4주 일요일 및 공휴일 휴관)",201051.5664,550009.1702,
70,약수노인종합복지관,Y,서울특별시 중구 다산로6길 11,서울특별시 중구 신당동 366-18,복지회관,76,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0092108,37.5524799,,200813.8987,550328.7779,
71,약수경로당,Y,서울특별시 중구 다산로10길 10-12 ,서울특별시 중구 신당동 368-80,노인시설,177,70,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0101447,37.5531516,,200896.4134,550403.337,
72,동호경로당,Y,서울특별시 중구 동호로8길 42-22 ,서울특별시 중구 신당동 349-120,노인시설,144,60,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.013025,37.5524119,,201150.9359,550321.2706,
73,약수동주민센터,Y,서울특별시 중구 다산로 92,서울특별시 중구 신당동 366-15,주민센터,"1,317.00",200,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0089583,37.5524756,한파특보시 주말 확대운영 09시~18시,200791.587,550328.2985,
74,청송경로당,Y,서울특별시 중구 청구로1길 23,서울특별시 중구 신당동 843-1,노인시설,83.85,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0180876,37.5595366,,201598.1333,551112.1015,
75,삼성경로당,Y,서울특별시 중구 청구로1길 23,서울특별시 중구 신당동 843,노인시설,240,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0178868,37.5581449,,201580.421,550957.6359,
76,대양경로당,Y,서울특별시 중구 동호로10길 30,서울특별시 중구 신당동 842,노인시설,96.36,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0147545,37.5548532,,201303.7182,550592.2483,
77,청구동주민센터,Y,서울특별시 중구 청구로3길 55,서울특별시 중구 신당동 333-17,주민센터,50,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0146791,37.5571022,한파특보시 주말 확대운영 09시~18시,201297.0169,550841.8594,
78,청구경로당,Y,서울특별시 중구 청구로3길 69,서울특별시 중구 신당동 333-36,노인시설,130.64,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0143731,37.556536,,201269.9889,550779.0138,
79,유락종합사회복지관,Y,서울특별시 중구 퇴계로 460,서울특별시 중구 신당동 160-2,복지회관,76,30,2024-11-15,2025-03-15,Y,9:00:00,21:00:00,Y,10:00:00,18:00:00,N,,,N,,,127.022827,37.5651315,평일 9:00~21:00 토요일 10:00~18:00,202016.7331,551733.1606,
80,신당5동주민센터,Y,서울특별시 중구 다산로44길 85,서울특별시 중구 신당동 150-7,주민센터,251.3,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0218667,37.5651172,한파특보시 주말 확대운영 09시~18시,201931.8923,551731.5532,
81,유락경로당,Y,서울특별시 중구 퇴계로90길 42,서울특별시 중구 신당동 155-10,노인시설,71.26,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0216395,37.5634445,,201911.8623,551545.8986,
82,신당5동경로당,Y,서울특별시 중구 다산로42길 53,서울특별시 중구 신당동 132-10,노인시설,71.14,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0192147,37.5643603,,201697.609,551647.495,
83,어울림도서관,Y,서울특별시 중구 다산로38길 66-35 ,서울특별시 중구 신당동 52-164,문화시설,299,74,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,22:00:00,Y,9:00:00,22:00:00,N,,,127.0189662,37.5617067,평일 9:00~22:00(월요일 휴관) 토요일 9:00~22:00 일요일 9:00~22:00(공휴일 휴관),201675.7136,551352.9722,
84,동화동주민센터,Y,서울특별시 중구 다산로36길 100,서울특별시 중구 신당동 850,주민센터,100,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.019399,37.5599648,한파특보시 주말 확대운영 09시~18시,201713.9925,551159.6497,
85,동화경로당,Y,서울특별시 중구 청구로 64,서울특별시 중구 신당동 852,노인시설,105,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0166912,37.5604892,,201474.7354,551217.806,
86,현대아파트경로당,Y,서울특별시 중구 다산로36길 109,서울특별시 중구 신당동 840,노인시설,102,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0213758,37.5599543,,201888.6523,551158.5222,
87,푸르지오경로당,Y,서울특별시 중구 다산로36길 110,서울특별시 중구 신당동 850,노인시설,119,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0195265,37.5592014,,201725.2753,551074.9237,
88,청구e편한세상경로당,Y,서울특별시 중구 청구로 64,서울특별시 중구 신당동 852,노인시설,128,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0166611,37.5604011,,201472.0776,551208.0274,
89,동화동구립경로당,Y,서울특별시 중구 퇴계로80길 52,서울특별시 중구 신당동 50-12,노인시설,138,70,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0172988,37.5632367,,201528.3632,551522.7558,
90,황학동주민센터,Y,서울특별시 중구 난계로11길 52,서울특별시 중구 황학동 1010,주민센터,330,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0213668,37.5674378,한파특보시 주말 확대운영 09시~18시,201887.6683,551989.1025,
91,SH황학롯데캐슬경로당,Y,서울특별시 중구 청계천로 400,서울특별시 중구 황학동 2545,노인시설,264.46,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0212143,37.5710252,,201874.1057,552387.259,
92,황중경로당,Y,서울특별시 중구 난계로11길 37,서울특별시 중구 황학동 2525,노인시설,257.04,35,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,127.0217758,37.5666637,,201923.8217,551903.1948,
93,손기정문화체육센터,Y,서울특별시 중구 손기정로 101,서울특별시 중구 만리동2가 6-1,체육시설,"1,271.00",73,2024-11-15,2025-03-15,Y,6:00:00,21:50:00,Y,9:00:00,17:50:00,Y,9:00:00,17:50:00,N,,,126.964559,37.5559233,"매월 2,4째주 일요일 및 명절(신정?구정?추석) 연휴, (대체)공휴일, 근로자의 날 휴관)",196868.4525,550711.5046,
94,손기정어린이도서관,Y,서울특별시 중구 손기정로 101,서울특별시 중구 만리동2가 6-1,기타,445,111,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,126.9647557,37.5551649,평일 9:00~22:00(월요일 휴관) 토요일 9:00~18:00 일요일 9:00~18:00(공휴일 휴관),196885.8012,550627.3247,
95,손기정문화도서관,Y,서울특별시 중구 손기정로 101,서울특별시 중구 만리동2가 6-1,기타,"2,944.00",73,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,22:00:00,Y,9:00:00,22:00:00,N,,,126.964559,37.5559233,평일 9:00~22:00(월요일 휴관) 토요일 9:00~22:00 일요일 9:00~22:00(공휴일 휴관),196868.4525,550711.5046,
