순번,쉼터명칭,사용여부,도로명주소,지번주소,시설유형,시설면적,이용가능인원,운영시작일,운영종료일,평일개방여부,평일 개방시간,평일 종료시간,토요일개방여부,토요일 개방시간,토요일 종료시간,일요일 개방여부,일요일 개방시간,일요일 종료시간,공휴일 개방여부,공휴일 개방시간,공휴일 종료시간,경도,위도,비고,X좌표,Y좌표,야간개방
725,논골문화원,Y,서울특별시 서대문구 연희로41나길 1,서울특별시 서대문구 홍은동 197-5,노인시설,119,23,2024-12-01,2025-03-15,Y,10:00:00,17:00:00,Y,10:00:00,16:00:00,Y,10:00:00,16:00:00,Y,10:00:00,16:00:00,126.9335302,37.5918377,,194129.5841,554699.0744,
726,남가좌2동분회경로당,Y,서울특별시 서대문구 가재울로8길 27-14 ,서울특별시 서대문구 남가좌동 346-19,노인시설,103,20,2024-12-01,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9225249,37.5763238,,193156.2084,552977.9524,
727,삼오경로당,Y,서울특별시 서대문구 명지대3길 36-4 ,서울특별시 서대문구 남가좌동 5-93,노인시설,133,25,2024-12-01,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9217631,37.5821248,,193089.4507,553621.8528,
728,북가좌노인복지관,Y,서울특별시 서대문구 증가로20길 43,서울특별시 서대문구 북가좌동 5-106,복지회관,130,10,2024-12-01,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9178709,37.5811754,,192745.5663,553516.7737,
729,은가경로당,Y,서울특별시 서대문구 증가로20길 43,서울특별시 서대문구 북가좌동 5-106,노인시설,267,26,2024-12-01,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9179249,37.5812257,,192750.3409,553522.3522,
730,북가좌휴먼타운경로당,Y,서울특별시 서대문구 증가로30길 45-9 ,서울특별시 서대문구 북가좌동 337-15,노인시설,85.5,17,2024-12-01,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9137128,37.5847065,,192378.6427,553909.0148,
731,신가경로당,Y,서울특별시 서대문구 거북골로22길 29-51 ,서울특별시 서대문구 북가좌동 318-1,노인시설,83,16,2024-12-01,2025-03-15,Y,10:00:00,17:00:00,N,,,N,,,N,,,126.9083613,37.5802505,,191905.4864,553414.8972,
732,연봉경로당,Y,서울특별시 마포구 만리재로16길 10-5 ,서울특별시 마포구 공덕동 4-86,노인시설,135,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.962178,37.550355,,196657.82,550093.5719,
733,큰덕경로당,Y,서울특별시 마포구 만리재로 106,서울특별시 마포구 공덕동 80-11,노인시설,98,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.960513,37.5495259,,196510.6519,550001.6123,
734,아현1동경로당,Y,서울특별시 마포구 환일길 52-1 ,서울특별시 마포구 아현동 748-13,노인시설,252,60,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9609958,37.5536279,,196553.5043,550456.8673,
735,삼개경로당,Y,서울특별시 마포구 삼개로5길 20,서울특별시 마포구 도화동 188,노인시설,68,16,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9481158,37.5378695,,195414.4344,548708.4256,
736,대경경로당,Y,서울특별시 마포구 백범로18길 26,서울특별시 마포구 대흥동 221-1,노인시설,79,23,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9426594,37.5467938,,194932.7975,549699.1945,
737,염리동1경로당,Y,서울특별시 마포구 숭문4안길 5-3 ,서울특별시 마포구 염리동 138-9,노인시설,90,43,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.946407,37.547654,,195264.0283,549794.471,
738,수복경로당,Y,서울특별시 마포구 창전로2길 39-3 ,서울특별시 마포구 신수동 101-17,노인시설,116,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.933412,37.5492325,,194115.7942,549970.3994,
739,창전경로당,Y,서울특별시 마포구 서강로1길 30,서울특별시 마포구 창전동 447,노인시설,180.04,51,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.930185,37.549148,,193830.6257,549961.2278,
740,세교경로당,Y,서울특별시 마포구 와우산로37길 16,서울특별시 마포구 동교동 181-3,노인시설,94,23,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.930093,37.556251,,193823.0822,550749.582,
741,양화진경로당,Y,서울특별시 마포구 양화진길 43,서울특별시 마포구 합정동 376-29,노인시설,128,35,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.912393,37.546664,,192258.1347,549686.85,
742,오칠경로당,Y,서울특별시 마포구 월드컵로23길 18-5 ,서울특별시 마포구 망원동 485-30,노인시설,65,60,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.90746,37.557022,,191823.3351,550836.8819,
743,망원2동제1경로당,Y,서울특별시 마포구 월드컵로31길 69,서울특별시 마포구 망원동 436-1,노인시설,75,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.901184,37.560278,,191269.179,551198.8239,
744,연남경로당,Y,서울특별시 마포구 동교로41길 36,서울특별시 마포구 연남동 239-56,노인시설,91.77,22,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.923445,37.563861,,193236.3589,551594.6598,
745,성산1동1경로당,Y,서울특별시 마포구 월드컵북로15안길 26,서울특별시 마포구 성산동 산 11-1,노인시설,149,14,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9109082,37.5627432,,192128.6137,551471.5732,
746,마포구청 지하1층 다목적체육실,Y,서울특별시 마포구 월드컵로 212,서울특별시 마포구 성산동 437,기타,203,61,2025-01-24,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,126.9014239,37.5667254,,191291.1258,551914.3874,
747,백합경로당,Y,서울특별시 마포구 월드컵로 215,서울특별시 마포구 성산동 595,노인시설,122,36,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9011031,37.5645129,,191262.5257,551668.8556,
748,무리울새마을경로당,Y,서울특별시 마포구 월드컵북로 198-17 ,서울특별시 마포구 성산동 산 41-2,노인시설,175,53,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.9072561,37.5689126,,191806.6212,552156.6167,
749,오목(구립)경로당,Y,서울특별시 양천구 오목로 313,서울특별시 양천구 목동 406-317,노인시설,153.2,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8722495,37.5252179,,188707.4029,547310.6578,
750,목1동주민센터,Y,서울특별시 양천구 목동서로 192,서울특별시 양천구 목동 919-3,주민센터,230,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8711,37.5303,,188606.565,547874.8467,
751,목동문화체육센터,Y,서울특별시 양천구 목동중앙본로 73,서울특별시 양천구 목동 946-1,체육시설,678,80,2024-11-15,2025-03-15,Y,6:00:00,21:50:00,Y,6:00:00,20:50:00,N,,,N,,,126.8684956,37.5434217,평일:06시~21:50 토:06~20:50 일:법정공휴일 상시운영,188378.3993,549331.514,
752,목2동주민센터,Y,서울특별시 양천구 목동중앙본로 120,서울특별시 양천구 목동 530-6,주민센터,600,100,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8717,37.5461,,188661.9914,549628.3818,
753,용왕(구립목2동)경로당,Y,서울특별시 양천구 목동중앙로13나길 2,서울특별시 양천구 목동 517-12,노인시설,94.68,35,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8797812,37.5462425,,189376.1562,549643.2538,
754,새말(구립)경로당,Y,서울특별시 양천구 목동중앙본로2길 13-11 ,서울특별시 양천구 목동 230-32,노인시설,132.82,45,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8701,37.5398,,188519.6316,548929.3521,
755,양화(구립)경로당,Y,서울특별시 양천구 목동중앙북로16길 34-4 ,서울특별시 양천구 목동 535-17,노인시설,93.15,23,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8736,37.5447,,188829.6876,549472.7713,
756,월촌(구립)경로당,Y,서울특별시 양천구 목동중앙본로28길 37,서울특별시 양천구 목동 545-23,노인시설,68.12,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8725,37.5433,,188732.2669,549317.5194,
757,목3동주민센터,Y,서울특별시 양천구 목동중앙남로16나길 55,서울특별시 양천구 목동 642-1,주민센터,64,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8645,37.5447,,188025.4955,549473.8913,
758,한두(구립)경로당,Y,서울특별시 양천구 목동중앙북로8라길 28,서울특별시 양천구 목동 622-12,노인시설,106.3,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8636262,37.5465764,,187948.5774,549682.2608,
759,백석(구립)경로당,Y,서울특별시 양천구 목동중앙북로8길 76,서울특별시 양천구 목동 646-23,노인시설,102.42,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8649271,37.5453238,,188063.3389,549543.0713,
760,나말(구립)경로당,Y,서울특별시 양천구 목동중앙남로 97,서울특별시 양천구 목동 712-1,노인시설,94.68,25,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8642,37.5418,,187998.5188,549152.0645,
761,미감도서관,Y,서울특별시 양천구 목동중앙남로 57-10 ,서울특별시 양천구 목동 723-8,문화시설,266.76,18,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,N,,,126.8654614,37.5389764,월~금 : 9시~18시 토:9시~18시 일:법정공휴일,188109.5481,548838.5189,
762,목4동주민센터,Y,서울특별시 양천구 목동중앙로 25,서울특별시 양천구 목동 904-19,주민센터,737,63,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8684,37.5324,,188368.2388,548108.2513,
763,마장(목4동구립)경로당,Y,서울특별시 양천구 목동중앙서로8길 23,서울특별시 양천구 목동 803-1,노인시설,143.22,36,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8663,37.5316,,188182.4993,548019.723,
764,청산(구립)경로당,Y,서울특별시 양천구 목동중앙남로3가길 68,서울특별시 양천구 목동 724-1,노인시설,94.68,24,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8645,37.5387,,188024.5358,548807.9639,
765,정목(구립)경로당,Y,서울특별시 양천구 목동중앙남로4길 20,서울특별시 양천구 목동 767-1,노인시설,94.68,23,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8683,37.5369,,188360.0995,548607.7087,
766,목동어르신복지관,Y,서울특별시 양천구 목동중앙로3길 21,서울특별시 양천구 목동 765-1,복지회관,82.5,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8692,37.5364,,188439.5661,548552.1037,
767,목5동주민센터,Y,서울특별시 양천구 목동서로 41,서울특별시 양천구 목동 908-32,주민센터,310,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8817,37.5372,,189544.4597,548639.4308,
768,목마교육도서관,Y,서울특별시 양천구 목동서로 41,서울특별시 양천구 목동 908-32,문화시설,543.14,21,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,N,,,N,,,126.8817045,37.5372017,평일 : 09시~22시 토요일 : 09시~18시 일요일 및 공휴일 : 미개방,189544.8577,548639.6189,
769,월성경로당,Y,서울특별시 양천구 곰달래로11길 24,서울특별시 양천구 신월동 119,노인시설,98.6,29,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8358144,37.5319396,,185487.9964,548061.6816,
770,신월1동주민센터,Y,서울특별시 양천구 곰달래로1길 38,서울특별시 양천구 신월동 135-18,주민센터,241,60,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8315,37.5328,,185106.8269,548157.85,
771,신대(구립)경로당,Y,서울특별시 양천구 곰달래로1길 37,서울특별시 양천구 신월동 136-13,노인시설,177.66,44,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8313,37.5327,,185089.1296,548146.7829,
772,곰달래(구립)경로당,Y,서울특별시 양천구 남부순환로63길 16-4 ,서울특별시 양천구 신월동 221-22,노인시설,50,12,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8348,37.5286,,185397.6847,547691.184,
773,신월2동주민센터,Y,서울특별시 양천구 중앙로53길 47,서울특별시 양천구 신월동 483-11,주민센터,544,100,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8446,37.525,,186263.2642,547290.1522,
774,신곡(구립)경로당,Y,서울특별시 양천구 중앙로55길 51,서울특별시 양천구 신월동 465-1,노인시설,85.74,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.843617,37.5255965,,186176.481,547356.5003,
775,당곡(구립)경로당,Y,서울특별시 양천구 오목로 64-27 ,서울특별시 양천구 신월동 509-14,노인시설,90.27,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8450359,37.5220823,,186301.2626,546966.2601,
776,중앙(구립)경로당,Y,서울특별시 양천구 오목로 64-27 ,서울특별시 양천구 신월동 509-14,노인시설,120,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.845,37.5221,,186298.0923,546968.2298,
777,서서울어르신복지관,Y,서울특별시 양천구 가로공원로60가길 16,서울특별시 양천구 신월동 158-4,복지회관,4.16,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8266,37.5344,,184674.0587,548336.2177,
778,신월3동주민센터,Y,서울특별시 양천구 남부순환로54길 5,서울특별시 양천구 신월동 167-5,주민센터,308,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8291,37.5336,,184894.8598,548247.023,
779,경복(구립)경로당,Y,서울특별시 양천구 남부순환로54길 55-20 ,서울특별시 양천구 신월동 187-12,노인시설,98.6,60,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8256381,37.5309037,,184588.3218,547948.3283,
780,신남(구립)경로당,Y,서울특별시 양천구 남부순환로56가길 13,서울특별시 양천구 신월동 198-22,노인시설,223.23,47,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8302,37.5313,,184991.6234,547991.575,
781,신원경로당(구립),Y,서울특별시 양천구 남부순환로46길 12,서울특별시 양천구 신월동 161-17,노인시설,100,54,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8279,37.534,,184788.8779,548291.6115,
782,신월음악도서관,Y,서울특별시 양천구 오목로5길 34,서울특별시 양천구 신월동 425-2,문화시설,840.95,69,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,126.8401113,37.5246669,"화~금 : 9시~22시, 토,일 : 9시~18시, 월:법정공휴일, 상시운영",185866.418,547253.8472,
783,신월4동주민센터,Y,서울특별시 양천구 오목로5길 34,서울특별시 양천구 신월동 425-2,주민센터,888,100,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8400362,37.5247116,,185859.7879,547258.8196,
784,태양(신월4동구립)경로당,Y,서울특별시 양천구 오목로3길 34,서울특별시 양천구 신월동 422-1,노인시설,99.54,44,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8385,37.5243,,185723.9149,547213.3691,
785,자양(구립)경로당,Y,서울특별시 양천구 신월로11길 13,서울특별시 양천구 신월동 542,노인시설,98.6,36,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8401,37.5186,,185864.2746,546580.4985,
786,밝은빛(구립)경로당,Y,서울특별시 양천구 오목로 28-9 ,서울특별시 양천구 신월동 518-4,노인시설,163.63,33,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8414,37.5215,,185979.7419,546902.1677,
787,소망(구립)경로당,Y,서울특별시 양천구 오목로1길 10,서울특별시 양천구 신월동 436-6,노인시설,222.73,45,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8381,37.5221,,185688.136,546969.2572,
788,방아다리문학도서관,Y,서울특별시 양천구 화곡로4길 10,서울특별시 양천구 신월동 52-2,문화시설,294.85,25,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,N,,,N,,,126.827167,37.5385799,월~금 : 9시~22시 토:9시~18시 일:법정공휴일 상시운영,184725.0256,548800.0436,
789,신월5동주민센터,Y,서울특별시 양천구 화곡로4길 10,서울특별시 양천구 신월동 52-2,주민센터,150,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8271777,37.5385905,,184725.9734,548801.2183,
790,수명(신월5동구립)경로당,Y,서울특별시 양천구 화곡로5길 23,서울특별시 양천구 신월동 13-1,노인시설,116.1,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8287,37.5416,,184861.1228,549134.9903,
791,신양(구립)경로당,Y,서울특별시 양천구 남부순환로33길 38,서울특별시 양천구 신월동 73-2,노인시설,99.78,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8314,37.5383,,185099.0826,548768.2989,
792,신월6동주민센터,Y,서울특별시 양천구 남부순환로83길 53,서울특별시 양천구 신월동 1078-1,주민센터,332,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8451,37.518,,186306.1829,546513.1664,
793,신월문화체육센터,Y,서울특별시 양천구 지양로 47,서울특별시 양천구 신월동 987,체육시설,493,70,2024-11-15,2025-03-15,Y,6:00:00,22:00:00,Y,6:00:00,21:00:00,N,,,N,,,126.8349,37.5199,평일:월~금(06시~22시) 토:06시~21시 일:법정공휴일 상시운영,185404.8291,546725.5763,
794,해맞이역사도서관,Y,서울특별시 양천구 지양로 37,서울특별시 양천구 신월동 987,문화시설,"1,146.00",54,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,126.8349443,37.5196428,"월 : 휴무일 화~금:9시~22시 토,일:09시~18시 법정공휴일 : 미개방 상시운영",185408.6952,546697.0234,
795,밝은내어르신복지센터,Y,서울특별시 양천구 지양로14길 16,서울특별시 양천구 신월동 924-4,복지회관,712.03,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8332046,37.5240607,,185255.771,547187.6266,
796,신월7동주민센터,Y,서울특별시 양천구 지양로14길 16,서울특별시 양천구 신월동 924-4,주민센터,186,60,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8331859,37.52405,,185254.1159,547186.442,
797,늘푸른(신월7동구립)경로당,Y,서울특별시 양천구 지양로10길 5,서울특별시 양천구 신월동 922-1,노인시설,94.68,44,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8335,37.5231,,185281.6948,547080.9546,
798,신월약수(구립)경로당,Y,서울특별시 양천구 지양로11길 16-16 ,서울특별시 양천구 신월동 936,노인시설,80,31,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8308,37.5218,,185042.7599,546937.0966,
799,금실(구립)경로당,Y,서울특별시 양천구 지양로7길 27-14 ,서울특별시 양천구 신월동 957-15,노인시설,29,27,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8316758,37.5193486,,185119.6937,546664.8828,
800,한울(구립)경로당,Y,서울특별시 양천구 지양로7길 27-5 ,서울특별시 양천구 신월동 956,노인시설,49.14,39,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8322,37.5199,,185166.1435,546725.9986,
801,지양(구립)경로당,Y,서울특별시 양천구 지양로17길 15,서울특별시 양천구 신월동 331-104,노인시설,146.3,25,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8281969,37.5226354,,184812.8156,547030.2327,
802,신정1동주민센터,Y,서울특별시 양천구 중앙로32길 1,서울특별시 양천구 신정동 1051-11,주민센터,"2,184.00",200,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8543,37.5185,,187119.5884,546567.3608,
803,구립양명경로당,Y,서울특별시 양천구 중앙로36길 6,서울특별시 양천구 신정동 1050-3,노인시설,100,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8544,37.5193,,187128.5662,546656.1371,
804,구립남부법마을경로당,Y,서울특별시 양천구 은행정로6길 23,서울특별시 양천구 신정동 1017-5,노인시설,125,54,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8622,37.5218,,187818.5141,546932.5673,
805,신정2동주민센터,Y,서울특별시 양천구 목동동로 154,서울특별시 양천구 신정동 329-9,주민센터,60,15,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8707,37.5192,,188569.5157,546642.9331,
806,단산(구립)경로당,Y,서울특별시 양천구 신목로 58-12 ,서울특별시 양천구 신정동 296-119,노인시설,230.4,38,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.874,37.5201,,188861.3789,546742.426,
807,양천중앙도서관,Y,서울특별시 양천구 신정로7길 81,서울특별시 양천구 신정동 1319-4,문화시설,"5,666.00",116,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,126.833615,37.5136753,"월~목 : 9시~22시 금요일 : 법정휴무일 토,일:9시~18시 상시운영",185290.0107,546034.9127,
808,신정3동주민센터,Y,서울특별시 양천구 중앙로 209,서울특별시 양천구 신정동 1263,주민센터,"1,762.00",300,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8548,37.5151,,187163.2078,546189.9352,
809,꽃사슴(신정3동구립)경로당,Y,서울특별시 양천구 중앙로29길 108-15 ,서울특별시 양천구 신정동 1195,노인시설,99.78,20,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8485,37.5216,,186607.401,546912.232,
810,다락골(구립)경로당,Y,서울특별시 양천구 신정로 273-5 ,서울특별시 양천구 신정동 521,노인시설,164.28,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8480909,37.5137938,,186569.8376,546045.8999,
811,개울건강도서관,Y,서울특별시 양천구 중앙로52길 56,서울특별시 양천구 신정동 915-2,문화시설,416.19,10,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,N,,,N,,,126.8566372,37.5259914,월~금 : 9시~22시 토:9시~18시 일:휴무일 상시운영,187327.4726,547398.4955,
812,신정4동주민센터,Y,서울특별시 양천구 오목로34길 5,서울특별시 양천구 신정동 949-5,주민센터,325,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8558,37.5245,,187253.2147,547233.0817,
813,양목(신정4동구립)경로당,Y,서울특별시 양천구 오목로46길 23,서울특별시 양천구 신정동 1002-18,노인시설,90.27,60,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8620491,37.5236309,,187805.4725,547135.794,
814,양정(신정4동구립)경로당,Y,서울특별시 양천구 은행정로7길 42,서울특별시 양천구 신정동 975-30,노인시설,99.78,60,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8548,37.522,,187164.3898,546955.7488,
815,양동(구립)경로당,Y,서울특별시 양천구 신정중앙로2길 10-13 ,서울특별시 양천구 신정동 937-4,노인시설,388.56,70,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8508,37.5269,,186811.6541,547500.1413,
816,청솔(구립)경로당,Y,서울특별시 양천구 중앙로52길 73,서울특별시 양천구 신정동 910-9,노인시설,99.78,40,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8586,37.5264,,187501.0422,547443.5824,
817,서부(구립)경로당,Y,서울특별시 양천구 신정중앙로17길 15,서울특별시 양천구 신정동 882-11,노인시설,215.2,60,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8599,37.5283,,187616.269,547654.287,
818,양천구민체육센터,Y,서울특별시 양천구 목동동로 87,서울특별시 양천구 신정동 322-10,체육시설,"1,076.00",100,2024-11-15,2025-03-15,Y,6:00:00,22:00:00,Y,6:00:00,21:00:00,N,,,N,,,126.8642056,37.5164319,일요일 공휴일 : 휴관일,187994.9487,546336.5176,
819,신정6동주민센터,Y,서울특별시 양천구 목동서로 353,서울특별시 양천구 신정동 322-9,주민센터,677,50,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8643692,37.517051,,188009.511,546405.2091,
820,영어특성화도서관,Y,서울특별시 양천구 목동동로 81,서울특별시 양천구 신정동 322-11,문화시설,715,30,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,N,,,N,,,126.8637698,37.5159894,월~금 : 9시~22시 토:9시~18시 일:휴무일 상시운영,187956.3502,546287.4614,
821,갈산도서관,Y,서울특별시 양천구 목동남로4길 48-6 ,서울특별시 양천구 신정동 337-9,문화시설,"2,678.00",28,2024-11-15,2025-03-15,Y,9:00:00,22:00:00,Y,9:00:00,18:00:00,Y,9:00:00,18:00:00,N,,,126.8673851,37.5088978,"월요일 : 휴무일 화~금 : 9시~22시 토,일:9시~18시 상시운영 ",188274.8574,545499.9268,
822,목동2차 우성(1단지)경로당,Y,서울특별시 양천구 목동남로4길 6-46 ,서울특별시 양천구 신정동 337-2,노인시설,178.35,59,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8648516,37.5065937,,188050.4907,545244.5198,
823,양천어르신종합복지관,Y,서울특별시 양천구 목동로3길 106,서울특별시 양천구 신정동 325-3,복지회관,70,18,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8586,37.5104,,187498.3732,545667.7829,
824,신정7동주민센터,Y,서울특별시 양천구 목동동로 37,서울특별시 양천구 신정동 324-5,주민센터,257,30,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8597,37.5144,,187596.2898,546111.5867,
825,갈산(구립)경로당,Y,서울특별시 양천구 목동남로 90,서울특별시 양천구 신정동 330-13,노인시설,99.64,26,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8685,37.511,,188373.7574,545733.106,
826,오금(구립)경로당,Y,서울특별시 양천구 목동남로2길 50-5 ,서울특별시 양천구 신정동 190-2,노인시설,178.35,59,2024-11-15,2025-03-15,Y,9:00:00,18:00:00,N,,,N,,,N,,,126.8638,37.5063,,187957.4635,545212.0569,
