"년도","지역코드","시설유형","쉼터명칭","도로명주소","지번상세주소","면적","이용가능인원","비고","운영시작일","운영종료일","경도","위도","X좌표","Y좌표"
"2025","1162057500","001","원당경로당","서울특별시 관악구 남부순환로247다길 60","","177.00","22","","20240520","20240930","126.964113","37.478639","196825.772280","542133.938556"
"2025","1162057500","001","행운경로당","서울특별시 관악구 행운9길 34","","113.00","14","","20240520","20240930","126.959638","37.483375","196430.181015","542659.731757"
"2025","1162057000","005","행운동주민센터","서울특별시 관악구 행운1길 43","","690.00","26","","20240520","20240930","126.957032","37.480668","196199.511863","542359.348364"
"2025","1162058000","001","백설경로당","서울특별시 관악구 관악로6길 50","","63.00","8","","20240520","20240930","126.953496","37.476247","195886.560798","541868.869391"
"2025","1162058000","001","덕진경로당","서울특별시 관악구 남부순환로234길 37","","147.00","19","","20240520","20240930","126.956821","37.477700","196180.742482","542030.003988"
"2025","1162058000","005","낙성대동주민센터","서울특별시 관악구 낙성대로4가길 5","","318.00","50","","20240520","20240930","126.958407","37.476304","196320.940802","541874.970246"
"2025","1162058500","002","관악구장애인종합복지관","서울특별시 관악구 남부순환로 1914","","64.22","7","","20240520","20240930","126.961846","37.477448","196625.174620","542001.876718"
"2025","1162055000","001","일선경로당","서울특별시 관악구 쑥고개로26길 24","","130.00","17","","20240520","20240930","126.949527","37.477823","195535.600496","542043.998353"
"2025","1162059500","001","송현경로당","서울특별시 관악구 장군봉1길 45-6 ","","199.00","25","","20240520","20240930","126.942473","37.481889","194911.920904","542495.594675"
"2025","1162055000","005","청룡동주민센터","서울특별시 관악구 쑥고개로 44","","1,441.00","41","","20240520","20240930","126.941623","37.479135","194836.578118","542189.928107"
"2025","1162051000","001","국지경로당","서울특별시 관악구 국회단지21길 14","","344.00","43","","20240520","20240930","126.941507","37.490260","194827.058505","543424.717730"
"2025","1162051000","001","은천경로당","서울특별시 관악구 봉천로27길 45","","111.00","14","","20240520","20240930","126.940835","37.485758","194767.314868","542925.092176"
"2025","1162060500","001","벽산블루밍(아)3단지 경로당","서울특별시 관악구 양녕로 117","","137.00","17","","20240520","20240930","126.942694","37.492055","194932.110198","543623.852454"
"2025","1162060500","001","두산(아)임대 3단지 경로당","서울특별시 관악구 양녕로 31","","99.00","13","","20240520","20240930","126.945793","37.485155","195205.772997","542857.903136"
"2025","1162060500","001","국사봉경로당","서울특별시 관악구 은천로15길 13-2 ","","202.00","26","","20240520","20240930","126.943705","37.487504","195021.259990","543118.719484"
"2025","1162051000","005","은천동주민센터","서울특별시 관악구 봉천로33나길 30","","48.00","35","","20240520","20240930","126.942415","37.485312","194906.996777","542875.449953"
"2025","1162061000","001","중앙경로당","서울특별시 관악구 은천로26길 14","","199.54","25","","20240520","20240930","126.950413","37.485929","195614.398179","542943.603882"
"2025","1162061500","001","장수경로당","서울특별시 관악구 양녕로6다길 11-4 ","","94.00","12","","20240520","20240930","126.949368","37.484464","195521.915324","542781.035244"
"2025","1162061000","005","중앙동주민센터","서울특별시 관악구 양녕로6다길 7","","704.47","14","","20240520","20240930","126.949755","37.484193","195556.082802","542750.961719"
"2025","1162061000","002","중앙사회복지관","서울특별시 관악구 봉천로41길 33","","66.00","17","","20240520","20240930","126.948071","37.484360","195407.197412","542769.599495"
"2025","1162062000","001","인헌경로당","서울특별시 관악구 낙성대역3길 6-6 ","","200.00","25","","20240520","20240930","126.961820","37.475853","196622.803071","541824.798525"
"2025","1162062500","001","덕양경로당","서울특별시 관악구 인헌4길 20","","400.00","50","","20240520","20240930","126.965907","37.474825","196984.299459","541710.576686"
"2025","1162062500","001","밤골경로당","서울특별시 관악구 인헌3가길 8","","98.00","13","","20240520","20240930","126.967356","37.473900","197112.435351","541607.868704"
"2025","1162062000","005","인헌동주민센터","서울특별시 관악구 남부순환로246가길 20","","500.00","28","","20240520","20240930","126.965331","37.475118","196933.361278","541743.114353"
"2025","1162063000","001","구립예촌경로당","서울특별시 관악구 남현길 41","","198.00","25","","20240520","20240930","126.976891","37.474537","197955.847324","541678.284189"
"2025","1162063000","001","관수경로당","서울특별시 관악구 승방3나길 14","","63.00","8","","20240520","20240930","126.980540","37.472880","198278.618699","541494.339822"
"2025","1162063000","005","남현동주민센터","서울특별시 관악구 남현1가길 29","","172.00","20","","20240520","20240930","126.977875","37.474688","198042.953362","541695.044438"
"2025","1162064000","001","신본경로당","서울특별시 관악구 남부순환로200다길 7","","353.00","44","","20240520","20240930","126.936493","37.482595","194383.035314","542574.313458"
"2025","1162064500","001","서원경로당","서울특별시 관악구 서원3길 10","","238.00","30","","20240520","20240930","126.933228","37.476832","194093.832147","541934.874821"
"2025","1162064500","001","신관경로당","서울특별시 관악구 신림로48길 25","","396.00","50","","20240520","20240930","126.933451","37.479402","194113.758698","542220.096533"
"2025","1162064500","005","서원동주민센터","서울특별시 관악구 신림로 282","","1,311.00","43","","20240520","20240930","126.931270","37.479783","193920.916026","542262.487705"
"2025","1162065000","001","신일경로당","서울특별시 관악구 문성로32길 18","","362.00","46","","20240520","20240930","126.928699","37.478502","193693.352176","542120.505111"
"2025","1162065500","001","신원경로당","서울특별시 관악구 남부순환로170길 6","","254.00","32","","20240520","20240930","126.924382","37.482690","193311.901018","542585.626364"
"2025","1162065000","005","신원동주민센터","서울특별시 관악구 신원로3길 13","","200.00","23","","20240520","20240930","126.927439","37.481624","193582.180028","542467.101766"
"2025","1162066000","001","서림경로당","서울특별시 관악구 서림3길 47","","52.00","7","","20240520","20240930","126.940623","37.472323","194747.598322","541433.998251"
"2025","1162066500","001","서광경로당","서울특별시 관악구 참숯5길 38","","198.00","25","","20240520","20240930","126.941748","37.476107","194847.364606","541853.920373"
"2025","1162066500","001","행복경로당","서울특별시 관악구 신림로36길 12-10 ","","202.56","26","","20240520","20240930","126.937932","37.475623","194509.843213","541800.374067"
"2025","1162066000","005","서림동주민센터","서울특별시 관악구 신림로29길 6","","780.00","23","","20240520","20240930","126.934989","37.474991","194249.482927","541730.395081"
"2025","1162068500","001","구립어울림경로당","서울특별시 관악구 남부순환로149길 34-2 ","","224.00","28","","20240520","20240930","126.915494","37.483588","192525.910056","542685.949783"
"2025","1162068000","001","신사경로당","서울특별시 관악구 조원로 151-1 ","","695.00","87","","20240520","20240930","126.919115","37.485910","192846.345891","542943.346541"
"2025","1162068000","005","신사동주민센터","서울특별시 관악구 조원로 142","","196.00","38","","20240520","20240930","126.918100","37.485500","192756.555322","542897.963940"
"2025","1162069000","001","새들경로당","서울특별시 관악구 관천로20길 43","","74.88","10","","20240520","20240930","126.925078","37.488424","193374.001170","543221.997574"
"2025","1162069500","001","색동경로당","서울특별시 관악구 신림로70길 74","","86.00","11","","20240520","20240930","126.932689","37.486505","194046.905853","543008.438842"
"2025","1162069000","005","신림동주민센터","서울특별시 관악구 신림동길 14","","1,037.72","32","","20240520","20240930","126.927100","37.487394","193552.665731","543107.474207"
"2025","1154563000","001","철쭉경로당","서울특별시 금천구 금하로1마길 15-8 ","","143.10","20","","20240520","20240930","126.889601","37.452882","190231.787070","539280.402199"
"2025","1154563000","001","참새경로당","서울특별시 금천구 한내로 55","","149.30","20","","20240520","20240930","126.887193","37.456954","190019.230447","539732.546206"
"2025","1154561000","002","금천장애인종합복지관","서울특별시 금천구 시흥대로101길 17","","617.00","30","","20240520","20240930","126.896277","37.463988","190823.825676","540512.267189"
"2025","1154562000","008","다원새마을금고","서울특별시 금천구 독산로 192","","12.00","10","","20240801","20240930","126.903296","37.464186","191444.831273","540533.681728"
"2025","1154562000","099","금천평생학습관 독산","서울특별시 금천구 범안로 1240-7 ","","20.00","25","","20240801","20240930","126.899766","37.466098","191132.783800","540746.192016"
"2025","1154562000","099","독산2동마을활력소(정감)","서울특별시 금천구 시흥대로 342","","66.00","30","","20240520","20240930","126.898130","37.464312","190987.831088","540548.103340"
"2025","1154562000","001","독산2동 어르신쉼터","서울특별시 금천구 독산로67길 32","","42.13","15","","20240520","20240930","126.900818","37.464614","191225.631795","540581.400786"
"2025","1154562000","001","정훈경로당","서울특별시 금천구 독산로64길 79","","106.00","20","","20240520","20240930","126.906432","37.466802","191722.545477","540823.697627"
"2025","1154562000","005","독산2동주민센터","서울특별시 금천구 독산로 179","","211.00","30","","20240520","20240930","126.903490","37.463149","191461.867148","540418.482456"
"2025","1154562000","007","신일교회(1층 로비 및 카페)","서울특별시 금천구 시흥대로90길 25","","110.00","30","","20240520","20240930","126.899316","37.461804","191092.411844","540269.636720"
"2025","1154563000","001","만수경로당","서울특별시 금천구 시흥대로90길 60-3 ","","110.70","20","","20240520","20240930","126.900969","37.462821","191238.798833","540382.399201"
"2025","1154563000","004","독산보건지소","서울특별시 금천구 독산로87길 27","","12.00","10","","20240801","20240930","126.902253","37.473670","191353.616477","541586.361816"
"2025","1154563000","008","새마을금고 독산동","서울특별시 금천구 독산로 323","","30.00","25","","20240612","20240930","126.903318","37.475556","191448.028721","541795.585305"
"2025","1154563000","008","신한은행 독산동금융센터","서울특별시 금천구 시흥대로 446","","18.00","20","","20240612","20240930","126.898790","37.473308","191047.274925","541546.519320"
"2025","1154563000","001","목화경로당","서울특별시 금천구 문성로7가길 14","","153.00","20","","20240520","20240930","126.906504","37.477544","191730.098555","542015.953233"
"2025","1154563000","001","동산경로당","서울특별시 금천구 독산로54길 247","","110.70","20","","20240520","20240930","126.905989","37.472925","191683.998579","541503.284880"
"2025","1154563000","001","구룡경로당","서울특별시 금천구 남부순환로122길 5","","99.84","20","","20240520","20240930","126.902201","37.479172","191349.686239","542196.948429"
"2025","1154563000","001","문성경로당","서울특별시 금천구 독산로93길 18","","117.00","20","","20240520","20240930","126.902274","37.474045","191355.526065","541627.946553"
"2025","1154563000","005","독산3동주민센터","서울특별시 금천구 독산로 317","","193.00","100","","20240520","20240930","126.903174","37.475160","191435.308008","541751.625432"
"2025","1154564000","008","기업은행 독산동","서울특별시 금천구 시흥대로 376","","7.00","8","","20240801","20240830","126.898133","37.467014","190988.394223","540847.944038"
"2025","1154510200","099","책달샘숲속작은도서관","","","12.00","15","","20240801","20240930","126.907759","37.469596","191840.268230","541133.666925"
"2025","1154564000","099","금천구립독산도서관(1층 로비)","서울특별시 금천구 독산로54길 114","","33.00","10","","20240520","20240930","126.908016","37.467428","191862.767773","540893.003802"
"2025","1154564000","002","금천호암노인종합복지관","서울특별시 금천구 독산로72길 86-5 ","","779.00","30","","20240520","20240930","126.906447","37.469538","191724.174095","541127.388604"
"2025","1154563000","001","정심경로당","서울특별시 금천구 독산로75길 12-7 ","","117.00","20","","20240520","20240930","126.901600","37.469361","191295.398847","541108.103217"
"2025","1154564000","005","독산4동주민센터","서울특별시 금천구 독산로 232","","33.00","30","","20240520","20240930","126.902195","37.467553","191347.834005","540907.418115"
"2025","1154564000","001","감로천경로당","서울특별시 금천구 독산로72길 86-5 ","","150.00","20","","20240520","20240930","126.906400","37.469500","191720.012186","541123.141952"
"2025","1154567000","008","국민은행 금천지점","서울특별시 금천구 시흥대로 202","","24.00","25","","20240612","20240930","126.902049","37.451931","191333.080160","539173.625460"
"2025","1154567000","008","농협 시흥동지점","서울특별시 금천구 시흥대로 213-2 ","","13.00","16","","20240612","20240930","126.900812","37.452921","191223.787685","539283.627338"
"2025","1154567000","008","우리은행 금천구청지점","서울특별시 금천구 시흥대로73길 70","","18.00","20","","20240612","20240930","126.894853","37.456498","190696.893040","539681.208015"
"2025","1154567000","008","신한은행 시흥점","서울특별시 금천구 시흥대로 230","","18.00","20","","20240612","20240930","126.901220","37.454429","191260.036788","539450.901148"
"2025","1154567000","099","금천구지체장애인쉼터","서울특별시 금천구 시흥대로59길 13","","253.66","30","","20240520","20240930","126.900000","37.453400","191151.962149","539336.843512"
"2025","1154567000","099","금천구시각장애인쉼터","서울특별시 금천구 시흥대로77길 23","","152.47","25","","20240520","20240930","126.898457","37.458127","191016.037737","539861.632595"
"2025","1154510300","002","금천어울림복지센터(1층 로비)","서울특별시 금천구 시흥대로73길 30","","60.19","24","","20240520","20240930","126.897564","37.457017","190936.824929","539738.479035"
"2025","1154567000","001","효정경로당","서울특별시 금천구 시흥대로 266","","151.80","20","","20240520","20240930","126.899890","37.457512","191142.687674","539793.207108"
"2025","1154567000","001","대명경로당","서울특별시 금천구 독산로11길 4","","95.88","30","","20240520","20240930","126.905595","37.452227","191646.861849","539206.146005"
"2025","1154567000","005","시흥1동주민센터","서울특별시 금천구 시흥대로58길 36","","308.00","300","","20240520","20240930","126.903237","37.453570","191438.392607","539355.434297"
"2025","1154567000","007","산돌중앙교회","서울특별시 금천구 시흥대로75길 16","","100.00","20","","20240520","20240930","126.898339","37.457454","191005.517129","539786.972280"
"2025","1154567000","099","금천구청(1층 로비 피아노홀)","서울특별시 금천구 시흥대로73길 70","","154.00","40","리모델링으로 미운영","20240520","20240930","126.895422","37.457039","190747.347166","539741.162207"
"2025","1154570000","001","새재미경로당","서울특별시 금천구 독산로39길 16","","188.00","50","","20240520","20240930","126.904261","37.458845","191529.600129","539940.805312"
"2025","1154567000","002","금천노인종합복지관","서울특별시 금천구 시흥대로51길 93-32 ","","90.00","40","","20240520","20240930","126.897781","37.450152","190955.224207","538976.571123"
"2025","1154568000","099","공동체경제통합지원센터(2관)","서울특별시 금천구 탑골로8길 23","","56.92","20","","20240520","20240930","126.914800","37.450900","192461.221127","539058.091076"
"2025","1154568000","099","시흥2동마을활력소(늘솔나루)","서울특별시 금천구 금하로 764","","128.84","15","","20240520","20240930","126.914189","37.449697","192407.000861","538924.668245"
"2025","1154568000","099","서울시립금천청소년센터(1층 로비)","서울특별시 금천구 금하로30길 54","","87.40","26","","20240520","20240930","126.915354","37.448440","192509.995620","538785.009939"
"2025","1154568000","002","청담종합사회복지관","서울특별시 금천구 금하로29길 36","","243.00","40","","20240520","20240930","126.913644","37.451679","192358.995922","539144.631325"
"2025","1154568000","005","시흥2동주민센터","서울특별시 금천구 금하로 764","","48.00","50","","20240520","20240930","126.914819","37.449553","192462.758273","538908.546850"
"2025","1154570000","001","산장경로당","서울특별시 금천구 탑골로2길 59-9 ","","199.00","30","","20240520","20240930","126.913896","37.450816","192381.197085","539048.796582"
"2025","1154569000","099","박미사랑마을회관","서울특별시 금천구 시흥대로12길 82","","15.00","10","","20240819","20240930","126.907494","37.440577","191813.619427","537912.958383"
"2025","1154569000","008","새마을금고 금천남부시흥3동지점","서울특별시 금천구 시흥대로 78","","20.00","15","","20240801","20240930","126.903806","37.440932","191487.279462","537952.762831"
"2025","1154569000","099","동네방네 마을이음센터(1층 다목적실)","서울특별시 금천구 시흥대로10길 5","","50.00","15","","20240520","20240930","126.904577","37.438696","191555.302138","537704.506656"
"2025","1154569000","099","금천문화회관(1층 로비)","서울특별시 금천구 시흥대로38길 61","","33.00","10","","20240520","20240930","126.904234","37.446542","191525.814603","538575.333595"
"2025","1154569000","005","시흥3동주민센터","서울특별시 금천구 시흥대로18길 40","","1,344.00","120","","20240520","20240930","126.905818","37.440256","191665.309592","537877.456549"
"2025","1154570000","001","금산경로당","서울특별시 금천구 시흥대로24길 50","","148.40","50","","20240520","20240930","126.907167","37.441274","191784.801899","537990.399502"
"2025","1154570000","001","박산경로당","서울특별시 금천구 시흥대로2길 60","","158.40","30","","20240520","20240930","126.906529","37.435042","191727.603267","537298.802260"
"2025","1154570000","008","새마을금고 시흥제1지점","서울특별시 금천구 독산로 140-1 ","","21.00","15","","20240801","20240930","126.905211","37.459948","191613.782347","540063.049423"
"2025","1154570000","001","시흥4동 어르신쉼터","서울특별시 금천구 독산로50마길 39-8 ","","78.94","25","","20240520","20240930","126.913054","37.461112","192307.775200","540191.634805"
"2025","1154570000","001","장수경로당","서울특별시 금천구 독산로50길 57-1 ","","333.00","40","","20240520","20240930","126.907540","37.462841","191820.115077","540384.016966"
"2025","1154570000","001","신흥경로당","서울특별시 금천구 금하로23길 155","","148.00","40","","20240520","20240930","126.907353","37.457032","191802.919554","539739.302605"
"2025","1154570000","005","시흥4동주민센터","서울특별시 금천구 독산로36길 14","","30.00","50","","20240520","20240930","126.906129","37.458957","191694.864189","539953.036181"
"2025","1154570000","099","새재미마을활력소","서울특별시 금천구 독산로50길 105","","150.00","40","","20240520","20240930","126.910176","37.462325","192053.238878","540326.466893"
"2025","1154571000","001","시흥5동 임시어르신쉼터","서울특별시 금천구 금하로 700","","20.00","15","","20240801","20240930","126.907652","37.451424","191828.799249","539116.877014"
"2025","1154571000","008","새마을금고 금천남부","서울특별시 금천구 금하로 724-1 ","","7.00","10","","20240612","20240930","126.910136","37.450424","192048.457853","539005.589581"
"2025","1154571000","099","공동체경제통합지원센터(1관)","서울특별시 금천구 은행나무로 45","","119.00","29","","20240520","20240930","126.907467","37.451033","191812.343086","539073.497530"
"2025","1154571000","099","금천마을활력소 어울샘(2층 어울샘 홀)","서울특별시 금천구 탑골로 22","","150.00","30","","20240520","20240930","126.911631","37.451820","192180.948595","539160.467670"
"2025","1154570000","001","읍내경로당","서울특별시 금천구 은행나무로10길 12-1 ","","95.00","30","","20240520","20240930","126.906318","37.450424","191710.626334","539005.940820"
"2025","1154570000","001","탑동경로당","서울특별시 금천구 금하로23가길 14-1 ","","118.80","20","","20240520","20240930","126.909532","37.451524","191995.175132","539127.825334"
"2025","1154571000","005","시흥5동주민센터","서울특별시 금천구 금하로24길 6","","711.00","30","","20240520","20240930","126.908400","37.450800","191894.916966","539047.523753"
"2025","1156062000","001","구립영등포본동경로당","서울특별시 영등포구 영신로9나길 7","","290.00","50","","20240520","20240930","126.906627","37.512917","191744.907920","545941.873942"
"2025","1156051500","001","영등포어르신복지센터","서울특별시 영등포구 도영로22길 36","","638.13","10","","20240520","20240930","126.903283","37.510183","191448.890286","545638.733380"
"2025","1156051500","099","청소년문화의집 작은도서관","서울특별시 영등포구 영등포로64길 15","","50.00","8","","20240520","20240930","126.917200","37.513500","192679.690902","546005.671176"
"2025","1156051500","099","영등포본동 작은도서관","서울특별시 영등포구 신길로61길 17","","65.00","20","","20240520","20240930","126.909313","37.514692","191982.567680","546138.621993"
"2025","1156051500","005","영등포본동 주민센터","서울특별시 영등포구 신길로61길 17","","40.00","13","","20240520","20240930","126.909320","37.514638","191983.145387","546132.617015"
"2025","1156051500","001","구립신광경로당","서울특별시 영등포구 신길로60길 31-2 ","","195.00","50","","20240520","20240930","126.913784","37.513492","192377.647680","546005.021266"
"2025","1156051500","001","구립방학경로당","서울특별시 영등포구 영등포로62라길 2-12 ","","257.00","25","","20240520","20240930","126.915366","37.516604","192517.857687","546350.320184"
"2025","1156053500","002","시립영등포장애인복지관","서울특별시 영등포구 버드나루로 22","","69.70","15","","20240520","20240930","126.912877","37.520861","192298.252998","546823.016695"
"2025","1156053500","099","영등포동 작은도서관","서울특별시 영등포구 국회대로44길 4","","50.00","20","","20240520","20240930","126.903622","37.525338","191480.647424","547320.716797"
"2025","1156053500","005","영등포동 주민센터","서울특별시 영등포구 양산로 232","","985.50","30","","20240520","20240930","126.909027","37.522293","191958.036810","546982.239656"
"2025","1156053500","001","구립영중경로당","서울특별시 영등포구 영중로27길 3","","102.00","45","","20240520","20240930","126.904722","37.524121","191577.728012","547185.479325"
"2025","1156054000","099","여의동 작은도서관","서울특별시 영등포구 국제금융로 124","","62.00","10","","20240520","20240930","126.934562","37.517658","194215.013703","546465.958480"
"2025","1156054000","005","여의동 주민센터","서울특별시 영등포구 국제금융로 124","","62.00","10","","20240520","20240930","126.934570","37.517634","194215.683718","546463.283217"
"2025","1156054000","001","구립시범아파트경로당","서울특별시 영등포구 63로 45","","165.00","50","","20240520","20240930","126.938615","37.521072","194573.564902","546844.616928"
"2025","1156054000","001","구립광장아파트경로당","서울특별시 영등포구 여의나루로 7","","132.00","50","","20240520","20240930","126.920680","37.520331","192988.004190","546763.605318"
"2025","1156055000","099","당산1동 작은도서관","서울특별시 영등포구 양산로23길 11","","60.00","22","","20240520","20240930","126.897426","37.525016","190932.829781","547285.524800"
"2025","1156055000","005","당산1동주민센터","서울특별시 영등포구 양산로23길 11","","77.00","23","","20240520","20240930","126.897299","37.525133","190921.635325","547298.500377"
"2025","1156055000","001","구립당산3가경로당","서울특별시 영등포구 당산로29길 9","","132.00","30","","20240520","20240930","126.893900","37.526000","190621.312959","547395.082238"
"2025","1156055000","001","구립당산1가경로당","서울특별시 영등포구 영등포로29길 13","","287.00","35","","20240520","20240930","126.900200","37.522100","191177.741045","546961.621355"
"2025","1156055000","001","구립당산1동경로당","서울특별시 영등포구 영등포로25길 24","","135.00","30","","20240520","20240930","126.898500","37.523100","191027.581798","547072.769651"
"2025","1156055000","001","SH아파트경로당","서울특별시 영등포구 영신로 183","","71.00","35","","20240520","20240930","126.901422","37.524494","191285.999357","547227.200521"
"2025","1156056000","099","당산2동 작은도서관","서울특별시 영등포구 당산로41가길 7","","33.00","4","","20240520","20240930","126.897379","37.531098","190929.438167","547960.555957"
"2025","1156056000","005","당산2동 주민센터","서울특별시 영등포구 당산로41가길 7","","81.75","24","","20240520","20240930","126.897338","37.531015","190925.821849","547951.347916"
"2025","1156056000","001","구립당산2동경로당","서울특별시 영등포구 당산로48길 16","","119.00","25","","20240520","20240930","126.903960","37.534930","191511.603282","548385.202046"
"2025","1156056000","001","구립남부경로당","서울특별시 영등포구 당산로35길 4-9 ","","161.00","50","","20240520","20240930","126.897398","37.529292","190930.881215","547760.110445"
"2025","1156058500","099","늘샘드리 작은도서관","서울특별시 영등포구 도영로7길 10","","205.00","31","","20240520","20240930","126.895900","37.509400","190796.063985","545552.493567"
"2025","1156058500","005","도림동 주민센터","서울특별시 영등포구 도영로7길 10","","2,246.40","30","","20240520","20240930","126.895970","37.509459","190802.260232","545559.034971"
"2025","1156058500","001","구립모랫말어르신복지센터","서울특별시 영등포구 도영로 41","","176.00","10","","20240520","20240930","126.897459","37.509680","190933.935893","545583.418653"
"2025","1156058500","001","구립미루나무길경로당","서울특별시 영등포구 도신로29가길 12","","175.00","40","","20240520","20240930","126.906434","37.509358","191727.416562","545546.853883"
"2025","1156060500","099","목화마을 작은도서관","서울특별시 영등포구 선유로13길 25","","110.00","24","","20240520","20240930","126.886641","37.518751","189978.685492","546591.304470"
"2025","1156060500","005","문래동 주민센터","서울특별시 영등포구 문래로28길 15","","250.44","30","","20240520","20240930","126.899488","37.517087","191114.206224","546405.308278"
"2025","1156060500","001","구립문래제1경로당","서울특별시 영등포구 문래로20길 7","","201.00","50","","20240520","20240930","126.894186","37.518434","190645.649319","546555.322301"
"2025","1156060500","001","구립목화경로당","서울특별시 영등포구 도림로143길 20-7 ","","195.00","50","","20240520","20240930","126.890176","37.514225","190290.605011","546088.582617"
"2025","1156060500","002","영등포노인종합복지관","서울특별시 영등포구 도림로 482","","72.00","21","","20240520","20240930","126.890100","37.516900","190284.232745","546385.481713"
"2025","1156061000","099","양평1동 작은도서관","서울특별시 영등포구 선유서로34길 10","","92.00","24","","20240520","20240930","126.887522","37.526893","190057.605149","547494.860351"
"2025","1156061000","005","양평1동 주민센터","서울특별시 영등포구 영등포로11길 12","","796.30","30","","20240520","20240930","126.888261","37.523614","190122.540016","547130.843109"
"2025","1156061000","001","구립양평3가경로당","서울특별시 영등포구 선유서로34길 10","","67.00","20","","20240520","20240930","126.887436","37.526871","190050.000336","547492.405520"
"2025","1156061000","001","구립양평1경로당","서울특별시 영등포구 선유로23길 18","","76.00","20","","20240520","20240930","126.888255","37.523217","190121.957288","547086.781689"
"2025","1156062000","099","양평2동 작은도서관","서울특별시 영등포구 선유로47길 30","","150.00","13","","20240520","20240930","126.893904","37.536497","190622.963070","548560.097286"
"2025","1156062000","005","양평2동 주민센터","서울특별시 영등포구 선유로47길 30","","551.13","30","","20240520","20240930","126.894000","37.536445","190631.423564","548554.283077"
"2025","1156062000","001","구립양화경로당","서울특별시 영등포구 양평로28마길 18-1 ","","317.00","80","","20240520","20240930","126.889942","37.542879","190273.603217","549268.801928"
"2025","1156062000","001","구립양평동4가경로당","서울특별시 영등포구 양평로20길 14-1 ","","383.00","100","","20240520","20240930","126.896300","37.538200","190834.953496","548748.895452"
"2025","1156063000","001","신기목련아파트경로당","서울특별시 영등포구 신길로42가길 34","","85.00","35","","20240520","20240930","126.915015","37.508337","192485.971919","545432.760648"
"2025","1156063000","099","신길1동 작은도서관","서울특별시 영등포구 영등포로84길 24-5 ","","97.00","25","","20240520","20240930","126.921443","37.510997","193054.580685","545727.570522"
"2025","1156063000","005","신길1동 주민센터","서울특별시 영등포구 영등포로84길 24-5 ","","915.59","30","","20240520","20240930","126.921426","37.511156","193053.118914","545745.196533"
"2025","1156063000","001","구립대신경로당","서울특별시 영등포구 도신로54길 9-17 ","","111.00","20","","20240520","20240930","126.915720","37.510894","192548.585702","545716.554453"
"2025","1156063000","001","구립창신경로당","서울특별시 영등포구 여의대방로53나길 43","","390.00","40","","20240520","20240930","126.920673","37.509963","192986.397418","545612.800222"
"2025","1156063000","001","구립율산경로당","서울특별시 영등포구 여의대방로61길 36-5 ","","198.00","50","","20240520","20240930","126.922663","37.515752","193162.913008","546255.148132"
"2025","1156063000","001","구립영길경로당","서울특별시 영등포구 영등포로 343-4 ","","185.00","56","","20240520","20240930","126.917798","37.515597","192732.772030","546238.409659"
"2025","1156065000","099","생각나무 마을도서관","서울특별시 영등포구 신길로41라길 13-8 ","","56.00","6","","20240520","20240930","126.907706","37.507271","191839.652577","545315.145762"
"2025","1156065000","005","신길3동 주민센터","서울특별시 영등포구 신길로41라길 13-8 ","","1,046.30","30","","20240520","20240930","126.907832","37.507347","191850.827882","545323.558746"
"2025","1156065000","001","구립신길3동경로당","서울특별시 영등포구 도신로 134-1 ","","85.00","30","","20240520","20240930","126.906500","37.508500","191733.157295","545451.621028"
"2025","1156065000","001","구립수정경로당","서울특별시 영등포구 가마산로63길 3","","50.00","30","","20240520","20240930","126.905911","37.505858","191680.805105","545158.455805"
"2025","1156066000","099","드나드리 마을도서관","서울특별시 영등포구 신길로42길 1","","127.00","20","","20240520","20240930","126.911339","37.508404","192160.989592","545440.529944"
"2025","1156066000","005","신길4동 주민센터","서울특별시 영등포구 신길로42길 1","","111.10","20","","20240520","20240930","126.911266","37.508420","192154.536952","545442.334021"
"2025","1156066000","001","삼성아파트112동경로당","서울특별시 영등포구 신길로42길 25","","66.00","25","","20240520","20240930","126.913700","37.507300","192369.626379","545317.828190"
"2025","1156066000","001","구립신길4동경로당","서울특별시 영등포구 신길로42길 13-1 ","","198.00","60","","20240520","20240930","126.912352","37.507797","192250.491827","545373.098992"
"2025","1156067000","099","꿈터 마을도서관","서울특별시 영등포구 도림로 264","","105.00","6","","20240520","20240930","126.905122","37.501646","191610.571600","544691.081279"
"2025","1156067000","005","신길5동 주민센터","서울특별시 영등포구 도림로 264","","1,261.30","30","","20240520","20240930","126.905201","37.501607","191617.534970","544686.701366"
"2025","1156067000","001","구립신길5동제1경로당","서울특별시 영등포구 신길로13길 24","","122.00","50","","20240520","20240930","126.905654","37.497691","191657.155179","544252.035751"
"2025","1156067000","001","구립신풍경로당","서울특별시 영등포구 도림로80길 6","","100.90","30","","20240520","20240930","126.905426","37.501758","191637.429409","544703.418223"
"2025","1156067000","001","6.25참전자경로당","서울특별시 영등포구 도림로80길 4","","119.00","40","","20240520","20240930","126.905281","37.501790","191624.629308","544707.015983"
"2025","1156068000","001","구립늘푸른경로당","서울특별시 영등포구 신풍로25길 15-22 ","","177.21","40","","20240520","20240930","126.918899","37.501374","192828.694604","544659.687330"
"2025","1156068000","099","신길6동 작은도서관","서울특별시 영등포구 대방천로 167","","193.00","40","","20240520","20240930","126.909876","37.499337","192030.700490","544434.365647"
"2025","1156068000","005","신길6동 주민센터","서울특별시 영등포구 대방천로 167","","84.00","21","","20240520","20240930","126.909833","37.499376","192026.849263","544438.708933"
